scenario,description,counterfactual_class,counterfactual_level,counterfactual,irrigation,additional_extension,sowing_window_shift,fertilizer,temperature,rainfall,ensemble_member,climate_anomalies,cereal_prodn_pctile,cereal_prodn_tercile
S2_PACK_ad40_E21,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,21,"cool,wet",0.85,High tercile
S2_PACK_ad40_E22,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,22,"cool,wet",0.48,Middle tercile
S2_PACK_ad40_E23,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,23,"cool,dry",0.76,High tercile
S2_PACK_ad40_E24,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,24,"cool,dry",0.55,Middle tercile
S2_PACK_ad40_E25,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,25,"cool,dry",0.94,High tercile
S2_PACK_ad40_E26,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,26,midrange,0.82,High tercile
S2_PACK_ad40_E27,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,27,midrange,0.73,High tercile
S2_PACK_ad40_E28,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,28,"warm,dry",0.79,High tercile
S2_PACK_ad40_E29,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,29,midrange,0.91,High tercile
S2_PACK_ad40_E30,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,30,"cool,wet",0.42,Middle tercile
S2_PACK_ad40_E31,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,31,"cool,dry",0.39,Middle tercile
S2_PACK_ad40_E32,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,32,"cool,dry",0.97,High tercile
S2_PACK_ad40_E33,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,33,"cool,dry",0.7,High tercile
S2_PACK_ad40_E34,Backcast 30 Apr 2018,Extension package,40% additional uptake,2018 technology+40% additional uptake of extension package,0.006,0.4,0,0,0,0,34,"cool,dry",0.64,Middle tercile
S3_CBAS_tp15_H,Historical,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,NA,NA,NA,NA
S3_CBAS_tp15_E01,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,1,"warm,wet",0.12,Low tercile
S3_CBAS_tp15_E02,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,2,midrange,0.15,Low tercile
S3_CBAS_tp15_E03,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,3,"warm,dry",0.24,Low tercile
S3_CBAS_tp15_E04,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,4,midrange,0.27,Low tercile
S3_CBAS_tp15_E05,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,5,"cool,wet",0.03,Low tercile
S3_CBAS_tp15_E06,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,6,midrange,0.67,Middle tercile
S3_CBAS_tp15_E07,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,7,"warm,wet",0.3,Low tercile
S3_CBAS_tp15_E08,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,8,midrange,0.09,Low tercile
S3_CBAS_tp15_E09,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,9,"warm,dry",1,High tercile
S3_CBAS_tp15_E10,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,10,"cool,wet",0.52,Middle tercile
S3_CBAS_tp15_E11,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,11,midrange,0.06,Low tercile
S3_CBAS_tp15_E12,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,12,"cool,wet",0,Low tercile
S3_CBAS_tp15_E13,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,13,"warm,dry",0.58,Middle tercile
S3_CBAS_tp15_E14,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,14,"warm,dry",0.88,High tercile
S3_CBAS_tp15_E15,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,15,"warm,dry",0.36,Middle tercile
S3_CBAS_tp15_E16,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,16,"warm,dry",0.45,Middle tercile
S3_CBAS_tp15_E17,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,17,"warm,wet",0.33,Low tercile
S3_CBAS_tp15_E18,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,18,"warm,wet",0.21,Low tercile
S3_CBAS_tp15_E19,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,19,"cool,wet",0.61,Middle tercile
S3_CBAS_tp15_E20,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,20,"cool,wet",0.18,Low tercile
S3_CBAS_tp15_E21,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,21,"cool,wet",0.85,High tercile
S3_CBAS_tp15_E22,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,22,"cool,wet",0.48,Middle tercile
S3_CBAS_tp15_E23,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,23,"cool,dry",0.76,High tercile
S3_CBAS_tp15_E24,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,24,"cool,dry",0.55,Middle tercile
S3_CBAS_tp15_E25,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,25,"cool,dry",0.94,High tercile
S3_CBAS_tp15_E26,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,26,midrange,0.82,High tercile
S3_CBAS_tp15_E27,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,27,midrange,0.73,High tercile
S3_CBAS_tp15_E28,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,28,"warm,dry",0.79,High tercile
S3_CBAS_tp15_E29,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,29,midrange,0.91,High tercile
S3_CBAS_tp15_E30,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,30,"cool,wet",0.42,Middle tercile
S3_CBAS_tp15_E31,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,31,"cool,dry",0.39,Middle tercile
S3_CBAS_tp15_E32,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,32,"cool,dry",0.97,High tercile
S3_CBAS_tp15_E33,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,33,"cool,dry",0.7,High tercile
S3_CBAS_tp15_E34,Backcast 30 Apr 2018,Temperature change,+1.5°C,Temperature increase of 1.5°C,0.006,0,0,0,1.5,0,34,"cool,dry",0.64,Middle tercile
S4_CPCK_tp15_ir06_ad40_H,Historical,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,NA,NA,NA,NA
S4_CPCK_tp15_ir06_ad40_E01,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,1,"warm,wet",0.12,Low tercile
S4_CPCK_tp15_ir06_ad40_E02,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,2,midrange,0.15,Low tercile
S4_CPCK_tp15_ir06_ad40_E03,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,3,"warm,dry",0.24,Low tercile
S4_CPCK_tp15_ir06_ad40_E04,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,4,midrange,0.27,Low tercile
S4_CPCK_tp15_ir06_ad40_E05,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,5,"cool,wet",0.03,Low tercile
S4_CPCK_tp15_ir06_ad40_E06,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,6,midrange,0.67,Middle tercile
S4_CPCK_tp15_ir06_ad40_E07,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,7,"warm,wet",0.3,Low tercile
S4_CPCK_tp15_ir06_ad40_E08,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,8,midrange,0.09,Low tercile
S4_CPCK_tp15_ir06_ad40_E09,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,9,"warm,dry",1,High tercile
S4_CPCK_tp15_ir06_ad40_E10,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,10,"cool,wet",0.52,Middle tercile
S4_CPCK_tp15_ir06_ad40_E11,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,11,midrange,0.06,Low tercile
S4_CPCK_tp15_ir06_ad40_E12,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,12,"cool,wet",0,Low tercile
S4_CPCK_tp15_ir06_ad40_E13,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,13,"warm,dry",0.58,Middle tercile
S4_CPCK_tp15_ir06_ad40_E14,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,14,"warm,dry",0.88,High tercile
S4_CPCK_tp15_ir06_ad40_E15,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,15,"warm,dry",0.36,Middle tercile
S4_CPCK_tp15_ir06_ad40_E16,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,16,"warm,dry",0.45,Middle tercile
S4_CPCK_tp15_ir06_ad40_E17,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,17,"warm,wet",0.33,Low tercile
S4_CPCK_tp15_ir06_ad40_E18,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,18,"warm,wet",0.21,Low tercile
S4_CPCK_tp15_ir06_ad40_E19,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,19,"cool,wet",0.61,Middle tercile
S4_CPCK_tp15_ir06_ad40_E20,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,20,"cool,wet",0.18,Low tercile
S4_CPCK_tp15_ir06_ad40_E21,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,21,"cool,wet",0.85,High tercile
S4_CPCK_tp15_ir06_ad40_E22,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,22,"cool,wet",0.48,Middle tercile
S4_CPCK_tp15_ir06_ad40_E23,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,23,"cool,dry",0.76,High tercile
S4_CPCK_tp15_ir06_ad40_E24,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,24,"cool,dry",0.55,Middle tercile
S4_CPCK_tp15_ir06_ad40_E25,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,25,"cool,dry",0.94,High tercile
S4_CPCK_tp15_ir06_ad40_E26,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,26,midrange,0.82,High tercile
S4_CPCK_tp15_ir06_ad40_E27,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,27,midrange,0.73,High tercile
S4_CPCK_tp15_ir06_ad40_E28,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,28,"warm,dry",0.79,High tercile
S4_CPCK_tp15_ir06_ad40_E29,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,29,midrange,0.91,High tercile
S4_CPCK_tp15_ir06_ad40_E30,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,30,"cool,wet",0.42,Middle tercile
S4_CPCK_tp15_ir06_ad40_E31,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,31,"cool,dry",0.39,Middle tercile
S4_CPCK_tp15_ir06_ad40_E32,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,32,"cool,dry",0.97,High tercile
S4_CPCK_tp15_ir06_ad40_E33,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,33,"cool,dry",0.7,High tercile
S4_CPCK_tp15_ir06_ad40_E34,Backcast 30 Apr 2018,Temperature change,+1.5°C+irrigated area=6%+40% additional uptake,Temperature increase of 1.5°C+irrigated area=6%+40% additional uptake of extension package,0.06,0.4,0,0,1.5,0,34,"cool,dry",0.64,Middle tercile
S5_PLNT_pdm30_H,Historical,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,NA,NA,NA,NA
S5_PLNT_pdm30_E01,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,1,"warm,wet",0.12,Low tercile
S5_PLNT_pdm30_E02,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,2,midrange,0.15,Low tercile
S5_PLNT_pdm30_E03,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,3,"warm,dry",0.24,Low tercile
S5_PLNT_pdm30_E04,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,4,midrange,0.27,Low tercile
S5_PLNT_pdm30_E05,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,5,"cool,wet",0.03,Low tercile
S5_PLNT_pdm30_E06,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,6,midrange,0.67,Middle tercile
S5_PLNT_pdm30_E07,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,7,"warm,wet",0.3,Low tercile
S5_PLNT_pdm30_E08,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,8,midrange,0.09,Low tercile
S5_PLNT_pdm30_E09,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,9,"warm,dry",1,High tercile
S5_PLNT_pdm30_E10,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,10,"cool,wet",0.52,Middle tercile
S5_PLNT_pdm30_E11,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,11,midrange,0.06,Low tercile
S5_PLNT_pdm30_E12,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,12,"cool,wet",0,Low tercile
S5_PLNT_pdm30_E13,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,13,"warm,dry",0.58,Middle tercile
S5_PLNT_pdm30_E14,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,14,"warm,dry",0.88,High tercile
S5_PLNT_pdm30_E15,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,15,"warm,dry",0.36,Middle tercile
S5_PLNT_pdm30_E16,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,16,"warm,dry",0.45,Middle tercile
S5_PLNT_pdm30_E17,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,17,"warm,wet",0.33,Low tercile
S5_PLNT_pdm30_E18,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,18,"warm,wet",0.21,Low tercile
S5_PLNT_pdm30_E19,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,19,"cool,wet",0.61,Middle tercile
S5_PLNT_pdm30_E20,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,20,"cool,wet",0.18,Low tercile
S5_PLNT_pdm30_E21,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,21,"cool,wet",0.85,High tercile
S5_PLNT_pdm30_E22,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,22,"cool,wet",0.48,Middle tercile
S5_PLNT_pdm30_E23,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,23,"cool,dry",0.76,High tercile
S5_PLNT_pdm30_E24,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,24,"cool,dry",0.55,Middle tercile
S5_PLNT_pdm30_E25,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,25,"cool,dry",0.94,High tercile
S5_PLNT_pdm30_E26,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,26,midrange,0.82,High tercile
S5_PLNT_pdm30_E27,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,27,midrange,0.73,High tercile
S5_PLNT_pdm30_E28,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,28,"warm,dry",0.79,High tercile
S5_PLNT_pdm30_E29,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,29,midrange,0.91,High tercile
S5_PLNT_pdm30_E30,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,30,"cool,wet",0.42,Middle tercile
S5_PLNT_pdm30_E31,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,31,"cool,dry",0.39,Middle tercile
S5_PLNT_pdm30_E32,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,32,"cool,dry",0.97,High tercile
S5_PLNT_pdm30_E33,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,33,"cool,dry",0.7,High tercile
S5_PLNT_pdm30_E34,Backcast 30 Apr 2018,Sowing date,30 days earlier,Sowing window 30 days earlier,0.006,0,-30,0,0,0,34,"cool,dry",0.64,Middle tercile
S5_PLNT_pdp30_H,Historical,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,NA,NA,NA,NA
S5_PLNT_pdp30_E01,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,1,"warm,wet",0.12,Low tercile
S5_PLNT_pdp30_E02,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,2,midrange,0.15,Low tercile
S5_PLNT_pdp30_E03,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,3,"warm,dry",0.24,Low tercile
S5_PLNT_pdp30_E04,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,4,midrange,0.27,Low tercile
S5_PLNT_pdp30_E05,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,5,"cool,wet",0.03,Low tercile
S5_PLNT_pdp30_E06,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,6,midrange,0.67,Middle tercile
S5_PLNT_pdp30_E07,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,7,"warm,wet",0.3,Low tercile
S5_PLNT_pdp30_E08,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,8,midrange,0.09,Low tercile
S5_PLNT_pdp30_E09,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,9,"warm,dry",1,High tercile
S5_PLNT_pdp30_E10,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,10,"cool,wet",0.52,Middle tercile
S5_PLNT_pdp30_E11,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,11,midrange,0.06,Low tercile
S5_PLNT_pdp30_E12,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,12,"cool,wet",0,Low tercile
S5_PLNT_pdp30_E13,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,13,"warm,dry",0.58,Middle tercile
S5_PLNT_pdp30_E14,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,14,"warm,dry",0.88,High tercile
S5_PLNT_pdp30_E15,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,15,"warm,dry",0.36,Middle tercile
S5_PLNT_pdp30_E16,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,16,"warm,dry",0.45,Middle tercile
S5_PLNT_pdp30_E17,Backcast 30 Apr 2018,Sowing date,30 days later,Sowing window 30 days later,0.006,0,30,0,0,0,17,"warm,wet",0.33,Low tercile
