scenario,GID_2,month,herbage_anpp,herbage_prodn,total_area_rangeland,mean_anomaly_herbage_anpp,total_anomaly_herbage_prodn,rel_anomaly_mean_herbage_anpp,rel_anomaly_total_herbage_prodn,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.2,2018-05,2.363309777,2161444.682,16045.45455,0.109887856,99407.99125,4.876488264,4.820864327,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.2,2018-06,2.096542281,1943820.361,16045.45455,-0.033426094,36925.12284,-1.569323503,1.936400181,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.2,2018-07,0.971534398,684910.7205,16045.45455,0.125667654,102346.5972,14.85667278,17.56829732,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.2,2018-08,0.926099945,657749.3415,16045.45455,0.274647911,151993.0352,42.15934499,30.05262283,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.2,2018-09,0.748270201,790797.3525,16045.45455,0.26673292,264373.9605,55.39195616,50.22078511,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.2,2018-10,1.02865286,1240786.511,16045.45455,-0.11918244,-140199.2459,-10.38323531,-10.15211382,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.2,2018-11,1.888110329,2198362.957,16045.45455,-0.404676079,-448415.0677,-17.64996851,-16.94192197,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.2,2018-12,0.68166882,660093.0736,16045.45455,-0.482298574,-524616.4065,-41.43574608,-44.28228315,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2019-01,0.025457543,49796.20845,26477.94118,-0.422239016,-850618.9264,-94.31366127,-94.46963889,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2019-02,0.03152253,64017.84058,26477.94118,-0.153586247,-330834.8242,-82.97080734,-83.78690426,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2019-03,0.033354201,65360.02244,26477.94118,-0.329088447,-668420.8737,-90.79738511,-91.0927059,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2019-04,0.982842424,1766942.568,26477.94118,-0.467741765,-1001482.473,-32.24506158,-36.1751703,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2018-05,0.869936535,1127223.403,26477.94118,0.005750803,31624.56765,0.665459147,2.886509792,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2018-06,0.727670772,952153.1683,26477.94118,0.183816345,304785.4882,33.79881366,47.08073905,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2018-07,0.156803187,151570.4593,26477.94118,0.029370597,40807.1504,23.04794784,36.84175816,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2018-08,0.133436647,168407.8358,26477.94118,-0.002880629,-50068.39264,-2.113179449,-22.91708943,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2018-09,0.073874701,120626.0952,26477.94118,-0.041275444,-73381.90997,-35.844891,-37.82416603,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2018-10,0.548311543,912361.6869,26477.94118,0.182776752,310102.4854,50.00255972,51.48987092,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2018-11,1.574715881,3096241.604,26477.94118,-0.495800348,-1147517.433,-23.94573591,-27.04011758,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.3,2018-12,1.059705908,2288861.387,26477.94118,-0.263988552,-455437.3732,-19.94331472,-16.595765,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2019-01,0.044973365,1954.76225,5533.333333,-0.152720577,-8413.56664,-77.25101522,-81.14679549,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2019-02,0.794761172,36920.83318,5533.333333,0.397856104,18066.36435,100.2396133,95.82006537,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2019-03,0.055884797,2773.478836,5533.333333,-1.120968032,-55899.28812,-95.25133513,-95.27297078,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2019-04,1.819138781,88430.82393,5533.333333,-0.728407102,-39690.98666,-28.59250179,-30.97910222,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2018-05,3.740610808,183881.9387,5533.333333,-0.094645782,-11540.95422,-2.46778226,-5.905630628,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2018-06,5.075630185,255055.2534,5533.333333,0.982898182,48273.56967,24.01569861,23.34518648,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2018-07,3.448948536,170784.7659,5533.333333,-0.297716615,-24169.77743,-7.946176208,-12.39764769,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2018-08,0,0,5533.333333,-0.066930264,-3402.854537,-100,-100,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2018-09,0,0,5533.333333,0,0,NA,NA,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2018-10,0,0,5533.333333,-1.273605054,-61223.94667,-100,-100,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2018-11,3.152859637,161964.1454,5533.333333,-0.382925062,-22612.26667,-10.8299881,-12.2508973,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.4,2018-12,0.685871118,36982.29277,5533.333333,-0.273075775,-16775.54772,-28.47663171,-31.20576937,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2019-01,0.013367361,3830.228522,7620.833333,-0.135419318,-37608.02903,-91.01575413,-90.7567819,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2019-02,0.012208308,3444.522575,7620.833333,-0.019860853,-4688.954657,-61.93131546,-57.65006188,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2019-03,0.021713841,5371.581322,7620.833333,-0.098666111,-17197.41651,-81.96224484,-76.19929178,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2019-04,0.725749262,141016.811,7620.833333,-0.232928592,-72864.20512,-24.29685754,-34.06763556,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2018-05,1.270172786,283009.9708,7620.833333,-0.058915245,-6965.633387,-4.432757179,-2.402144624,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2018-06,0.985997845,198807.5156,7620.833333,-0.210758797,-63890.62976,-17.61083158,-24.32092913,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2018-07,0.384788642,30461.19747,7620.833333,0.029655075,3680.68655,8.350400488,13.74389966,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2018-08,0.281938892,18725.16855,7620.833333,0.096224298,3396.90357,51.81299751,22.16104416,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2018-09,0.13554364,14877.2648,7620.833333,0.024647764,-595.670398,22.22604204,-3.849756949,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2018-10,0.424130383,103488.6675,7620.833333,0.066081042,10147.46239,18.45584806,10.87136423,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2018-11,1.187249241,351908.7081,7620.833333,-0.05460788,-18564.45256,-4.39727561,-5.011011465,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.5,2018-12,0.487509856,148766.6832,7620.833333,-0.176095241,-42368.7583,-26.53614956,-22.16687703,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2019-01,0.373525131,10495.91769,2180,-0.060397471,-139.758517,-13.91895016,-1.314053891,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2019-02,0.330298908,7049.644124,2180,0.220577028,4489.850888,201.0328561,175.3989668,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2019-03,0.065008693,1427.066739,2180,-0.228708213,-5310.655879,-77.86688749,-78.81974637,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2019-04,2.301075116,51420.8757,2180,0.849361532,18660.98658,58.50751427,56.96291131,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2018-05,1.65006832,41320.62898,2180,-0.937616769,-17304.08125,-36.23380499,-29.5167024,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2018-06,3.283260688,72982.58041,2180,-0.452805597,-11896.56641,-12.11984913,-14.0158883,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2018-07,0.328966434,3947.597203,2180,0.026159369,-258.2929047,8.638956017,-6.14121858,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2018-08,0,0,2180,-0.019482121,-116.8927241,-100,-100,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2018-09,2.457359408,70632.24867,2180,-0.322100204,5901.257069,-11.5885909,9.11658685,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2018-10,2.672742307,48374.32838,2180,-0.036234342,-5541.050113,-1.337565671,-10.27730912,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2018-11,2.207724107,47472.94626,2180,-0.020833969,231.7611386,-0.934863196,0.490591288,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.6,2018-12,1.290852216,33161.7577,2180,-0.335919199,-4782.600248,-20.64944073,-12.60424608,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2019-01,1.349518406,81429.4756,3686.666667,-0.06428396,10341.64645,-4.546884485,14.54770327,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2019-02,0.98081848,35877.7848,3686.666667,0.473218807,21181.56019,93.22677549,144.1292629,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2019-03,0.067062273,3880.762442,3686.666667,-0.516883265,-17210.78569,-88.51566315,-81.60039075,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2019-04,2.956567554,133096.8344,3686.666667,0.483873555,21602.66892,19.56867916,19.37560484,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2018-05,3.79615353,178345.9567,3686.666667,-0.833702089,-48125.45452,-18.00708614,-21.25012347,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2018-06,6.443561733,355637.1405,3686.666667,0.027923422,-18828.86293,0.435239971,-5.028190211,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2018-07,1.595135762,4784.464503,3686.666667,0.144385678,-5578.739018,9.95248458,-53.83218622,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2018-08,0.179269703,1075.618218,3686.666667,-0.091382231,-10083.65863,-33.76374588,-90.36121934,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2018-09,1.704343348,186592.8875,3686.666667,-0.384393932,-15507.58206,-18.40317287,-7.673204369,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2018-10,2.524758904,160728.1382,3686.666667,-0.760551293,-38051.70348,-23.15006034,-19.14263698,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2018-11,3.187440938,168360.1239,3686.666667,0.285269968,2760.312608,9.829536939,1.666857339,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.7,2018-12,3.993952161,237537.7178,3686.666667,0.598598411,27382.68594,17.62992767,13.02975508,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2019-01,0.123646415,2526.316708,1482.608696,-0.37328191,-10773.88011,-75.11785721,-81.00541861,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2019-02,1.195576644,34230.25573,1482.608696,0.781238373,21608.65184,188.5508602,171.2036919,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2019-03,0.068546713,1973.740225,1482.608696,-1.318449648,-46815.49805,-95.05790247,-95.95455823,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2019-04,3.503585511,108168.2898,1482.608696,0.112372409,-5630.896069,3.313634545,-4.948098728,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2018-05,5.27510917,172247.2874,1482.608696,0.255758206,6653.138524,5.095443774,4.017737686,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2018-06,5.330156507,181295.8449,1482.608696,0.108285604,7692.580936,2.073693621,4.431126904,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2018-07,3.219155324,97482.91027,1482.608696,0.214998792,1611.54614,7.156710699,1.680946291,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2018-08,1.861225182,54561.51162,1482.608696,0.016682659,-8620.545986,0.904433396,-13.64397791,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2018-09,0.542950459,5018.633415,1482.608696,-0.395382738,-12665.263,-42.13670998,-71.62031887,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2018-10,2.478876027,76933.42092,1482.608696,0.236484308,-1525.494052,10.54607479,-1.944322137,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2018-11,2.315456463,75320.37925,1482.608696,0.254110534,6521.788293,12.32740855,9.479537594,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.8,2018-12,1.102319904,25408.72726,1482.608696,-0.295016475,-16431.39596,-21.11277422,-39.27186321,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2019-01,0.914363894,48802.68703,6180,-0.123595514,7808.582271,-11.90754796,19.04806147,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2019-02,0.171330259,5553.587307,6180,0.059077509,1038.075905,52.62900775,22.98911047,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2019-03,0.069633113,4225.043616,6180,-0.126423894,-2920.082569,-64.48323174,-40.86817354,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2019-04,1.273369642,46640.95868,6180,-0.240552275,-27812.42315,-15.88934492,-37.35548671,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2018-05,3.519791381,201058.4718,6180,-0.193322511,-19494.72823,-5.206479422,-8.839014,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2018-06,4.444275956,71985.24242,6180,0.820646362,-17663.52482,22.64708191,-19.70303147,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2018-07,0,0,6180,-0.217577666,-68754.54244,-100,-100,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2018-08,1.425739082,350527.4117,6180,-1.794681405,-31065.56947,-55.72817003,-8.141022242,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2018-09,4.230664205,244867.7532,6180,-0.764096078,-110513.5932,-15.29795295,-31.09718456,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2018-10,2.773277433,180572.4485,6180,-0.188223546,-37921.18117,-6.355680688,-17.35573766,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2018-11,2.378741008,166014.0401,6180,-0.115658568,-18077.73468,-4.636729797,-9.819957848,,,,,,,,,
S0_BASE_bs00_E22,ETH.8.9,2018-12,3.326646592,197947.8119,6180,0.191181225,3317.044941,6.097379589,1.704275739,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2019-01,0.45587635,145462.631,13157.69231,0.001527465,532.8748639,0.336187791,0.367678024,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2019-02,1.149478143,348929.4766,13157.69231,0.662280346,198335.3572,135.9366464,131.701927,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2019-03,0.164387768,50885.61095,13157.69231,-0.823735666,-263387.5682,-83.36364039,-83.808478,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2019-04,5.178700251,1723007.305,13157.69231,2.204428451,768367.7316,74.11657707,80.48773094,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2018-05,5.187732176,1720460.882,13157.69231,0.529534044,192922.7041,11.36778706,12.6296486,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2018-06,4.88415167,1614555.314,13157.69231,0.558501456,203413.1074,12.9113874,14.41478445,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2018-07,2.669729776,806784.0328,13157.69231,-0.326109193,-57152.48406,-10.88540461,-6.61535691,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2018-08,1.387531909,375575.414,13157.69231,0.556358049,170279.1521,66.93642271,82.94313324,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2018-09,1.051248269,442202.5873,13157.69231,0.209653546,63087.40372,24.91146162,16.64069561,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2018-10,2.048105972,737299.6867,13157.69231,-0.257082458,-73610.60253,-11.1523403,-9.077527257,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2018-11,2.538558409,900064.329,13157.69231,-0.276828797,-52015.82068,-9.832707802,-5.463386743,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.1,2018-12,0.588623352,196695.238,13157.69231,-0.851262305,-271330.9895,-59.12013228,-57.97345822,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2019-01,0.671377746,78560.36911,5480,0.030132691,6177.757365,4.699091281,8.534863853,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2019-02,0.932079157,106985.4324,5480,0.436244084,49441.73497,87.98169133,85.92033043,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2019-03,0.270104912,33891.79786,5480,-0.400955502,-44466.22087,-59.74953872,-56.74750535,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2019-04,2.503779785,272560.5775,5480,0.765792564,75954.29902,44.06203652,38.63269251,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2018-05,2.666671069,291291.6435,5480,0.122282487,11948.07924,4.805967452,4.27719868,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2018-06,2.49972583,267774.2782,5480,-0.021556652,-8709.116652,-0.854987558,-3.149960112,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2018-07,2.045769248,207275.2094,5480,0.12784962,15505.98201,6.666057232,8.085750889,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2018-08,1.57551446,160451.9601,5480,0.175525746,36108.07453,12.53765439,29.03888227,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2018-09,0.259016269,24088.50734,5480,-0.03969418,-2617.833486,-13.28851405,-9.80229191,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2018-10,0.610643003,92100.44659,5480,-0.059123233,-7471.125898,-8.827442979,-7.503271979,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2018-11,0.903330661,121584.4274,5480,-0.13949264,-26105.32,-13.37644067,-17.6757835,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.10,2018-12,0.556876571,103457.7332,5480,-0.498227105,-30794.44927,-47.2206776,-22.93776436,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2019-01,0.036291031,12598.80032,19340,-0.157804975,-59340.97914,-81.30253602,-82.48701842,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2019-02,0.438587435,134171.5377,19340,0.243673017,65260.27109,125.0153886,94.70188887,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2019-03,0.057288555,19645.54132,19340,-0.435556086,-166985.179,-88.37594035,-89.4735758,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2019-04,4.193913206,1582587.402,19340,2.195611751,852038.0031,109.8739004,116.6297589,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2018-05,3.394169073,1177535.129,19340,0.635152228,223846.3808,23.02096232,23.47163908,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2018-06,2.842126088,1003051.254,19340,0.399476776,131456.72,16.35424185,15.08232496,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2018-07,0,0,19340,-0.058235429,-18389.35774,-100,-100,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2018-08,0.178053096,15668.67248,19340,-0.272410761,-156136.7351,-60.47338909,-90.87998876,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2018-09,2.584931217,1006191.064,19340,0.198977155,67390.10256,8.339521611,7.178316312,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2018-10,3.770370202,1420967.583,19340,0.325621901,142644.5478,9.452705165,11.15872466,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2018-11,1.732187165,685127.8501,19340,-0.537486186,-171886.5558,-23.68121324,-20.05643717,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.11,2018-12,0.066226345,21524.71427,19340,-0.627281518,-242768.5219,-90.45052718,-91.85574532,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2019-01,0.570538735,24466.69822,2800,0.269213951,11485.9756,89.34344786,88.48487043,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2019-02,1.010165742,43234.52802,2800,0.633118479,26529.19297,167.914885,158.8067098,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2019-03,0.126334475,5822.266997,2800,-0.715763527,-34528.49133,-84.99765175,-85.57086103,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2019-04,2.955555699,149019.4533,2800,0.736382449,42817.87056,33.18273818,40.31754466,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2018-05,2.863598122,138773.4793,2800,-0.567978264,-23282.04595,-16.55152618,-14.36670914,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2018-06,4.864630437,232308.2157,2800,1.124827881,51865.65417,30.07719963,28.74358119,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2018-07,1.522547216,81122.39301,2800,-0.261834303,-6702.582428,-14.67367264,-7.631749846,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2018-08,0,0,2800,-0.050382474,-2886.243194,-100,-100,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2018-09,1.317686861,103015.2362,2800,0.340983986,28764.01388,34.91174176,38.7387749,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2018-10,2.566678398,119400.7355,2800,0.09696771,-1001.043066,3.92627812,-0.831418836,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2018-11,2.83876315,134784.3592,2800,-0.186715188,-12613.8854,-6.171427025,-8.557690376,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.12,2018-12,0.385943779,15983.78014,2800,-0.639658784,-32719.20475,-62.36907035,-67.18110773,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2019-01,0.220088967,7402.866232,3884.615385,-0.291472189,-12827.79133,-56.97699789,-63.40768356,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2019-02,0.136941832,3514.725579,3884.615385,0.086498292,1555.457182,171.4754624,79.38969386,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2019-03,0.050109378,1966.180504,3884.615385,-0.03534894,-1165.486317,-41.36395474,-37.21616582,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2019-04,1.408256459,57122.33673,3884.615385,0.797103904,34853.59004,130.4263393,156.5134784,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2018-05,1.184331778,51025.3045,3884.615385,-1.068100742,-62746.13349,-47.41987751,-55.15104195,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2018-06,2.736625725,98088.04326,3884.615385,-1.08866009,-74358.20419,-28.45957512,-43.11964179,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2018-07,0,0,3884.615385,-0.053185031,-1197.788949,-100,-100,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2018-08,0.556771094,121598.807,3884.615385,-1.558138618,-32233.10104,-73.67400173,-20.95345592,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2018-09,5.692731248,317567.6645,3884.615385,1.299841093,62416.88617,29.58965617,24.46274574,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2018-10,3.220813377,138540.925,3884.615385,0.858350139,9598.083193,36.3328464,7.443672763,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2018-11,1.771912697,87636.24059,3884.615385,0.037454652,-7393.244084,2.159444095,-7.77994757,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.13,2018-12,2.768152781,143671.6356,3884.615385,0.143555251,6752.648185,5.469610064,4.931856651,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2019-01,0.032322714,22986.86871,21954.54545,-0.055599923,-37471.68812,-63.23732366,-61.97913097,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2019-02,0.140524054,80955.78016,21954.54545,-0.005172023,-14298.20026,-3.549871453,-15.01060659,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2019-03,0.042003346,27709.45672,21954.54545,-0.194067498,-128704.0305,-82.20731325,-82.28448377,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2019-04,3.177013791,2180354.2,21954.54545,1.667807262,1151856.577,110.508882,111.9940922,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2018-05,2.33678294,1625973.498,21954.54545,0.488592757,353792.1977,26.43628134,27.80988823,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2018-06,2.194823102,1521337.525,21954.54545,0.289376883,196223.9603,15.18683027,14.80808631,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2018-07,2.37E-07,0.139261419,21954.54545,-0.106588421,-63469.83645,-99.99977757,-99.99978059,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2018-08,0.232972034,174484.4567,21954.54545,-0.045179327,-26513.01066,-16.24271284,-13.19071877,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2018-09,1.405728867,1008598.494,21954.54545,0.202421804,155302.3437,16.82212381,18.20028647,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2018-10,3.150304526,2215561.653,21954.54545,0.121120531,78605.42041,3.998454078,3.678382328,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2018-11,1.918229426,1373344.637,21954.54545,-0.252723075,-165166.4987,-11.64111488,-10.73547632,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.14,2018-12,0.053397063,32584.76382,21954.54545,-0.469725416,-329385.4591,-89.79262692,-90.99794354,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2019-01,0.034641043,4153.974548,10150,-0.030747556,-3456.256824,-47.02280885,-45.41592305,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2019-02,0.605178563,57456.35124,10150,0.462968249,41923.48049,325.5518074,269.9016888,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2019-03,0.069643147,9014.979922,10150,-0.787245469,-93281.43417,-91.87255542,-91.187394,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2019-04,4.024702786,462534.5007,10150,1.869381707,203682.2951,86.7333283,78.68671418,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2018-05,3.920962171,522780.617,10150,1.117498599,203793.4032,39.86135616,63.88764014,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2018-06,2.390720229,235583.2495,10150,-0.126284381,-41019.52905,-5.017248689,-14.8297603,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2018-07,2.007888085,175377.1823,10150,0.307389338,1318.228493,18.0764225,0.757345982,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2018-08,0.914107967,133677.2424,10150,0.107605095,17779.5449,13.34218369,15.34072314,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2018-09,0.964849804,218761.8421,10150,-0.697753709,-46357.13313,-41.96753485,-17.48540748,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2018-10,4.051674968,465168.9962,10150,0.278580151,32687.71198,7.383332892,7.558179548,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2018-11,1.598735428,143594.7312,10150,-0.763095752,-85222.29476,-32.30949606,-37.24473492,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.15,2018-12,0.042915612,4842.601398,10150,-0.312678566,-35506.99504,-87.93129515,-87.99838951,,,,,,,,,
S0_BASE_bs00_E23,ETH.8.16,2019-01,0.758433035,25220.46156,2475,-0.017262179,-3267.642446,-2.225381614,-11.47019979,,,,,,,,,
